Strain/Toxin,Host_sp,Host_order,Ref,Type,Rank
FCC41,Aedes albifasciatus,Diptera,10.1093/gbe/evy211,Strain,Strain
FCC41,Culex apicinus,Diptera,10.1093/gbe/evy211,Strain,Strain
FCC41,Culex pipiens,Diptera,10.1093/gbe/evy211,Strain,Strain
FCC41,Culex quinquefasciatus,Diptera,10.1093/gbe/evy211,Strain,Strain
G25-128,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-18,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-3,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-41,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-42,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-43,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-44,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-46,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-47,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-50,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-6,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-76,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-78,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-7,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-85,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-87,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-91,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-93,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-96,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
G25-97,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
GM33,Heliothis virescens,Lepidoptera,10.1142/9789812837554_0011,Strain,Strain
GM33,Trichoplusia ni,Lepidoptera,10.1142/9789812837554_0011,Strain,Strain
GR007,Manduca sexta,Lepidoptera,10.3389/fmicb.2021.758314,Strain,Strain
GR007,Spodoptera frugiperda,Lepidoptera,10.3389/fmicb.2021.758314,Strain,Strain
H1,Melolontha melolontha ,Coleoptera,10.1128/jb.179.13.4336-4341.1997,Strain,Strain
HD-110,Anthonomus grandis,Coleoptera,10.1016/j.ram.2016.12.010,Strain,Strain
HD-110,Heliothis virescens,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-110,Mamestra brassicae,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-110,Manduca sexta,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-110,Pieris brassicae,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-110,Spodoptera littoralis,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD12,Plutella xylostella,Lepidoptera,10.1016/j.jip.2019.107255,Strain,Strain
HD-1,Helicoverpa armigera,Lepidoptera,10.1002/mbo3.484,Strain,Strain
HD-1,Heliothis virescens,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-1,Lobesia botrana,Lepidoptera,10.1128/AEM.01511-06,Strain,Strain
HD-1,Mamestra brassicae,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-1,Manduca sexta,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-1,Pieris brassicae,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-1,Spodoptera frugiperda,Lepidoptera,10.1007/s10529-008-9841-z,Strain,Strain
HD29,Earias insulana,Lepidoptera,10.1016/j.jbiotec.2014.12.021,Strain,Strain
HD29,Helicoverpa armigera,Lepidoptera,10.1016/j.jbiotec.2014.12.021,Strain,Strain
HD29,Leptinotarsa decemlineata,Coleoptera,10.1016/j.jbiotec.2014.12.021,Strain,Strain
HD29,Plutella xylostella,Lepidoptera,10.1016/j.jbiotec.2014.12.021,Strain,Strain
HD29,Spodoptera frugiperda,Lepidoptera,PMID:22068947,Strain,Strain
HD-2,Anthonomus grandis,Coleoptera,10.1016/j.ram.2016.12.010,Strain,Strain
HD-2,Haematobia irritans,Diptera,10.1603/EC10018,Strain,Strain
HD-2,Plutella xylostella,Lepidoptera,10.1016/j.jip.2019.107255,Strain,Strain
HD-2,Spodoptera frugiperda,Lepidoptera,10.1590/S1519-566X2011000500012 ,Strain,Strain
HD-2,Stomoxys calcitrans,Diptera,10.1603/EC10018,Strain,Strain
HD37,Heliothis virescens,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD37,Mamestra brassicae,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD37,Manduca sexta,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD521,Henosepilachna vigintioctomaculata,Coleoptera,10.1186/s40793-015-0058-1,Strain,Strain
HD5,Heliothis virescens,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD5,Manduca sexta,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD-68,Spodoptera frugiperda,Lepidoptera,10.1590/S1517-83822000000300003 ,Strain,Strain
HD73,Heliothis virescens,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD73,Manduca sexta,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD73,Manduca sexta,Lepidoptera,doi.org/10.1093/femsle/fnw188,Strain,Strain
HD73,Pieris brassicae,Lepidoptera,10.1128/aem.54.8.2010-2017.1988,Strain,Strain
HD73,Trichoplusia ni,Lepidoptera,doi.org/10.1093/femsle/fnw188,Strain,Strain
HD867,Haematobia irritans,Diptera,10.1603/EC10018,Strain,Strain
higo,Aedes aegypti,Diptera,10.1016/S0723-2020(00)80042-9,Strain,Strain
higo,Anopheles stephensi,Diptera,10.1016/S0723-2020(00)80042-9,Strain,Strain
higo,Culex pipiens molestus,Diptera,10.1016/S0723-2020(00)80042-9,Strain,Strain
HS18-1,Aedes aegypti,Diptera,CN101531980A,Strain,Strain
HS18-1,Holotrichia parallela,Coleoptera,CN101531980A,Strain,Strain
HS18-1,Plutella xylostella,Lepidoptera,CN101531980A,Strain,Strain
HYW-8,Unknown,Lepidoptera,10.3724/SP.J.1145.2010.00888,Strain,Strain
IAB59,Culex quinquefasciatus,Diptera,10.1128/AEM.68.6.3003-3009.2002,Strain,Strain
INA288,Aedes aegypti,Diptera,10.1128/AEM.01894-05,Strain,Strain
INA288,Anopheles stephensi,Diptera,10.1128/AEM.01894-05,Strain,Strain
INA288,Culex pipiens pallens,Diptera,10.1128/AEM.01894-05,Strain,Strain
INTA Fr7-4,Anthonomus grandis,Coleoptera,10.1016/j.ram.2016.12.010,Strain,Strain
INTA H4-3,Anthonomus grandis,Coleoptera,10.1016/j.ram.2016.12.010,Strain,Strain
INTA Mo1-12,Anthonomus grandis,Coleoptera,10.1016/j.ram.2016.12.010,Strain,Strain
INTA TA24-6,Anthonomus grandis,Coleoptera,10.1016/j.ram.2016.12.010,Strain,Strain
IPPBIOTSUC-C9F1,Laodelphax striatellus,Hemiptera,10.1016/j.jip.2018.07.007,Strain,Strain
IPPBIOTSUC-C9F1,Nilaparvata lugens,Hemiptera,10.1016/j.jip.2018.07.007,Strain,Strain
JC291,Helicoverpa armigera,Lepidoptera,10.2306/scienceasia1513-1874.2010.36.271,Strain,Strain
JC291,Ostrinia furnacalis,Lepidoptera,10.2306/scienceasia1513-1874.2010.36.271,Strain,Strain
jegathesan 367,Aedes aegypti,Diptera,10.1007/s002849900009,Strain,Strain
jegathesan 367,Anopheles stephensi,Diptera,10.1007/s002849900009,Strain,Strain
jegathesan 367,Culex pipiens,Diptera,10.1007/s002849900009,Strain,Strain
JF21-1,Chilo suppressalis,Lepidoptera,10.1007/s00284-010-9782-3 ,Strain,Strain
JW-1,Bradysia difformis,Diptera,10.1007/s00284-020-02018-y,Strain,Strain
KBAB4,Galleria mellonella,Lepidoptera,10.1128/AEM.07446-11,Strain,Strain
L366,Ostertagia circumcincta,Nematoda,10.1016/j.ijpara.2005.03.010,Strain,Strain
L366,Trichostrongylus colubriformis,Nematoda,10.1016/j.ijpara.2005.03.010,Strain,Strain
LBIT-107,Caenorhabditis elegans,Nematoda,10.1007/s00203-020-02179-1,Strain,Strain
LBIT-418,Plutella xylostella,Lepidoptera,10.1093/jee/toac116,Strain,Strain
LBIT-418,Spodoptera frugiperda,Lepidoptera,10.1093/jee/toac116,Strain,Strain
Lip,Ephestia kuehniella,Lepidoptera,10.1007/s00203-014-0981-3,Strain,Strain
LP1-G,Culex quinquefasciatus,Diptera,10.1007/s00284-002-3992-2,Strain,Strain
LP1G,Culex quinquefasciatus,Diptera,10.1046/j.1365-2915.2003.00429.x,Strain,Strain
MC28,Aedes aegypti,Diptera,10.1007/s00284-009-9386-y,Strain,Strain
MC28,Culex quinquefasciatus,Diptera,10.1007/s11274-013-1548-1,Strain,Strain
MC28,Helicoverpa armigera,Lepidoptera,10.1007/s11274-013-1548-1,Strain,Strain
MC28,Spodoptera exigua,Lepidoptera,10.1007/s00284-009-9386-y,Strain,Strain
MC28,Spodoptera exigua,Lepidoptera,10.1007/s11274-013-1548-1,Strain,Strain
MEB4,Ephestia kuehniella,Lepidoptera,10.1016/j.ijbiomac.2015.08.058,Strain,Strain
mogi K4,Anopheles stephensi,Diptera,10.1016/j.jip.2009.08.013,Strain,Strain
mogi K4,Culex pipiens molestus,Diptera,Qin Liu,2014,Strain
mogi K4,Culex pipiens pallens,Diptera,10.1016/j.jip.2009.08.013,Strain,Strain
MYBT18246,Caenorhabditis elegans,Nematoda,10.1186/s40793-017-0259-x,Strain,Strain
N141,Anomala cuprea,Coleoptera,US5736514A,Strain,Strain
NA205-3,Helicoverpa armigera,Lepidoptera,10.1046/j.1365-2672.2002.01579.x,Strain,Strain
NBIN-866,Unknown,Nematoda,10.1128/genomeA.00429-14.,Strain,Strain
NHA15b,Culex quinquefasciatus,Diptera,10.1128/JB.00562-10,Strain,Strain
NOV_Cry10Aa1_94.4_ABW89736.1,Anopheles stephensi,Diptera,10.1007/s11033-008-9366-5,Toxin,4
NOV_Cry10Aa1_97.0_ABW89733.1,Anopheles stephensi,Diptera,10.1007/s11033-008-9366-5,Toxin,4
NOV_Cry11Aa1_95.8_ABW89741.1,Anopheles stephensi,Diptera,10.1007/s11033-008-9366-5,Toxin,4
NOV_Cry11Aa1_96.3_ABW89742.1,Anopheles stephensi,Diptera,10.1007/s11033-008-9366-5,Toxin,4
NOV_Cry11Aa1_97.8_ABW89740.1,Anopheles stephensi,Diptera,10.1007/s11033-008-9366-5,Toxin,4
NOV_Cry11Aa1_98.8_ABW89738.1,Anopheles stephensi,Diptera,10.1007/s11033-008-9366-5,Toxin,4
NOV_Cry11Aa1_98.9_ABW89739.1,Anopheles stephensi,Diptera,10.1007/s11033-008-9366-5,Toxin,4
NOV_Cry11Aa1_99.5_ABW89737.1,Anopheles stephensi,Diptera,10.1007/s11033-008-9366-5,Toxin,4
NOV_Cry13Aa1_87.1_ANS50148.1,Aphis glycines,Hemiptera,US10221429B2,Toxin,4
NOV_Cry14Aa1_41.1_PGW46198.1,Nezara viridula,Hemiptera,US10480006B2,Toxin,4
NOV_Cry14Ab1_42.4_PGW46196.1,Diabrotica virgifera virgifera,Coleoptera,US10480006B2,Toxin,4
NOV_Cry14Ab1_42.4_PGW46196.1,Nezara viridula,Hemiptera,US10480006B2,Toxin,4
NOV_Cry1Ab12_91.4_AAK14338.1,Helicoverpa armigera,Lepidoptera,Nagarathinam et al. 2000,Toxin,4
NOV_Cry1Ab32_92.7_AAK14337.1,Helicoverpa armigera,Lepidoptera,Nagarathinam et al. 2000,Toxin,4
NOV_Cry1Ab32_92.7_AAK14337.1,Plutella xylostella,Lepidoptera,Nagarathinam et al. 2000,Toxin,4
NOV_Cry1Ab32_92.7_AAK14337.1,Spodoptera litura,Lepidoptera,Nagarathinam et al. 2000,Toxin,4
NOV_Cry1Ai1_99.7_AAS93796.1,Plutella xylostella,Lepidoptera,PMID:18051348,Toxin,4
NOV_Cry1Da1_99.6_ALP83513.1,Spodoptera littoralis,Lepidoptera,10.1016/j.ijbiomac.2018.12.175,Toxin,4
NOV_Cry1Da3_99.9_AMR88578.1,Manduca sexta,Lepidoptera,10.3389/fmicb.2021.758314,Toxin,4
NOV_Cry1Da3_99.9_AMR88578.1,Spodoptera frugiperda,Lepidoptera,10.3389/fmicb.2021.758314,Toxin,4
NOV_Cry1Fb4_99.8_AMR88428.1,Manduca sexta,Lepidoptera,10.3389/fmicb.2021.758314,Toxin,4
NOV_Cry1Fb4_99.8_AMR88428.1,Spodoptera frugiperda,Lepidoptera,10.3389/fmicb.2021.758314,Toxin,4
NOV_Cry1Hb1_98.0_AMR88562.1,Manduca sexta,Lepidoptera,10.3389/fmicb.2021.758314,Toxin,4
NOV_Cry1Ka1_98.4_KIP24267.1,Manduca sexta,Lepidoptera,10.3389/fmicb.2021.758314,Toxin,4
NOV_Cry20Ba2_80.0_AGV55017.1,Culex pipiens molestus,Diptera,Qin Liu,2014,Toxin
NOV_Cry2Ak1_76.8_AX513524.1,Helicoverpa zea,Lepidoptera,WO02057664A2,Toxin,4
NOV_Cry2Ak1_76.8_AX513524.1,Heliothis virescens,Lepidoptera,WO02057664A2,Toxin,4
NOV_Cry2Ak1_76.8_AX513524.1,Ostrinia nubilalis,Lepidoptera,WO02057664A2,Toxin,4
NOV_Cry2Ak1_76.8_AX513524.1,Sesamia nonagrioides,Lepidoptera,WO02057664A2,Toxin,4
NOV_Cry2Ba1_29.9_AEX63666.1,Aedes aegypti,Diptera,CN102532285B,Toxin,4
NOV_Cry3Aa12_81.9_AEZ53144.1,Myllocerus undecimpustulatus undatus,Coleoptera,10.1002/jobm.201200272,Toxin,4
NOV_Cry40Aa1_67.9_CQ868314.1,Tenebrio molitor,Coleoptera,WO2004074462,Toxin,4
NOV_Cry40Aa1_67.9_CQ868314.1,Trichoplusia ni,Lepidoptera,WO2004074462,Toxin,4
NOV_Cry40Da1_65.0_CAH33957.1 ,Trichoplusia ni,Lepidoptera,WO2004074462,Toxin,4
NOV_Cry48Aa1_36.6_CAH33948.1,Heliothis virescens,Lepidoptera,WO2004074462,Toxin,4
NOV_Cry48Aa1_36.6_CAH33948.1,Lygus lineolaris,Hemiptera,WO2004074462,Toxin,4
NOV_Cry48Aa1_36.6_CAH33948.1,Spodoptera frugiperda,Lepidoptera,WO2004074462,Toxin,4
NOV_Cry48Aa1_36.9_CAH33950.1,Lygus lineolaris,Hemiptera,WO2004074462,Toxin,4
NOV_Cry48Aa1_36.9_CAH33950.1,Trichoplusia ni,Lepidoptera,WO2004074462,Toxin,4
NOV_Cry4Ba1_96.9_ABR22239.1,Anopheles stephensi,Diptera,Bukhari et al.,2013,Toxin
NOV_Cry4Ba1_98.1_ABR22240.1,Anopheles stephensi,Diptera,Bukhari et al.,2013,Toxin
NOV_Cry4Ba1_98.5_ABR22238.1,Anopheles stephensi,Diptera,Bukhari et al.,2013,Toxin
NOV_Cry4Ba1_98.9_ABR22236.1,Anopheles stephensi,Diptera,Bukhari et al.,2013,Toxin
NOV_Cry4Ba1_98.9_ABR22237.1,Anopheles stephensi,Diptera,Bukhari et al.,2013,Toxin
NOV_Cry4Ba1_99.6_ABR22235.1,Anopheles stephensi,Diptera,Bukhari et al.,2013,Toxin
NOV_Cry53Ab1_40.0_CAH33955.1,Diabrotica undecimpunctata howardi,Coleoptera,WO2004074462,Toxin,4
NOV_Cry53Ab1_40.0_CAH33955.1,Diabrotica virgifera virgifera,Coleoptera,WO2004074462,Toxin,4
NOV_Cry53Ab1_40.0_CAH33955.1,Lygus lineolaris,Hemiptera,WO2004074462,Toxin,4
NOV_Cry53Ab1_40.0_CAH33955.1,Trichoplusia ni,Lepidoptera,WO2004074462,Toxin,4
NOV_Cry56Aa2_56.0_AGV55019.1,Culex pipiens molestus,Diptera,Qin Liu,2014,Toxin
NOV_Cry69Ab1_58.0_PER42111.1,Euschistus servus,Hemiptera,US10480006B2,Toxin,4
NOV_Cry69Ab1_58.0_PER42111.1,Nezara viridula,Hemiptera,US10480006B2,Toxin,4
NOV_Cry71Aa1_65.9_PER41598.1,Spodoptera frugiperda,Lepidoptera,US10793610B2,Toxin,4
NOV_Cry7Ha1_99.5_ADA48966.1,Diabrotica undecimpunctata howardi,Coleoptera,US7622572B2,Toxin,4
NOV_Cry7Ha1_99.5_ADA48966.1,Diabrotica virgifera virgifera,Coleoptera,US7622572B2,Toxin,4
NOV_Cry9Db1_99.9_ACS12637.1,Ostrinia nubilalis,Lepidoptera,US20060242733A1,Toxin,4
NOV_Cry9Ga1_57.2_PER39584.1,Aphis gossypii,Hemiptera,US10221429B2,Toxin,4
NOV_Cry9Ga1_57.2_PER39584.1,Diatraea grandiosella,Lepidoptera,US10221429B2,Toxin,4
NOV_Cry9Ga1_57.2_PER39584.1,Euschistus servus,Hemiptera,US10480006B2,Toxin,4
NOV_Cry9Ga1_57.2_PER39584.1,Plutella xylostella,Lepidoptera,US10221429B2,Toxin,4
NT0423,Plutella xylostella,Lepidoptera,10.1007/s002840010329,Strain,Strain
PS158C2,Plutella xylostella,Lepidoptera,US5723758,Strain,Strain
PS158C2,Spodoptera littoralis,Lepidoptera,US5723758,Strain,Strain
PS17,Caenorhabditis elegans,Nematoda,US5281530A,Strain,Strain
PS17,Pratylenchus redivivus,Nematoda,US5281530A,Strain,Strain
PS17,Pratylenchus scribneri,Nematoda,US5281530A,Strain,Strain
PS63B,Panagrellus redivivus,Nematoda,JP4446076B2,Strain,Strain
PS80JJ1,Diabrotica virgifera virgifera,Coleoptera,10.1128/AEM.68.3.1137-1145.2002,Strain,Strain
PS81F,Giardia lamblia,Protists,US5468483A,Strain,Strain
PS81I,Choristoneura occidentalis,Lepidoptera,US5188960A,Strain,Strain
PS81I,Plutella xylostella,Lepidoptera,US5188960A,Strain,Strain
PS81I,Spodoptera exigua,Lepidoptera,US5188960A,Strain,Strain
PS86Q3,Diprion pini,Hymenoptera,10.1016/S0965-1748(01)00030-3,Strain,Strain
PS86Q3,Monomorium pharaoni,Hymenoptera,US5596071A,Strain,Strain
PS86Q3,Pristiphora abietina,Hymenoptera,10.1016/j.biocontrol.2008.02.002,Strain,Strain
QZL38,Colaphellus bowringi,Coleoptera,10.1080/09583157.2018.1460313,Strain,Strain
R36,Capnodis tenebrionis,Coleoptera,10.1002/ps.3694,Strain,Strain
S2096-2,Necator americanus,Nematoda,10.5376/bt.2013.04.0004,Strain,Strain
S2160-1,Aedes albopictus,Diptera,10.5376/2012.bt.03.0005,Strain,Strain
S2160-1,Culex quinquefasciatus,Diptera,10.1007/s13205-018-1313-0,Strain,Strain
S2160-1,Culex quinquefasciatus,Diptera,10.5376/2012.bt.03.0005,Strain,Strain
S2480-1,Culex quinquefasciatus,Diptera,10.13343/j.cnki.wsxb.20220048,Strain,Strain
S2480-1,Spodoptera exigua,Lepidoptera,10.13343/j.cnki.wsxb.20220048,Strain,Strain
S725,Anticarsia gemmatalis,Lepidoptera,10.1016/j.jip.2008.03.012,Strain,Strain
Sbt003,Caenorhabditis elegans,Nematoda,10.1128/AEM.03505-16,Strain,Strain
Sbt003,Human cancer cells,Human,10.4056/sigs.4738557,Strain,Strain
Sbt003,Unknown,Nematoda,10.4056/sigs.4738557,Strain,Strain
SCG04-02,Plutella xylostella,Lepidoptera,10.1128/genomeA.00691-17,Strain,Strain
SP41,Helicoverpa armigera,Lepidoptera,10.1016/j.jip.2013.12.008,Strain,Strain
SP41,Spodoptera exigua,Lepidoptera,10.1016/j.jbiotec.2008.05.013,Strain,Strain
SP41,Spodoptera exigua,Lepidoptera,10.1016/j.jip.2013.12.008,Strain,Strain
SP41,Spodoptera litura,Lepidoptera,10.1016/j.jip.2013.12.008,Strain,Strain
SSy111-c,Cydia pomonella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy111-c,Ephestia kuehniella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy111-c,Phthorimaea operculella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy125-c,Cydia pomonella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy125-c,Ephestia kuehniella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy125-c,Phthorimaea operculella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy126-c,Cydia pomonella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy126-c,Ephestia kuehniella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy126-c,Phthorimaea operculella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy141-c,Cydia pomonella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy141-c,Ephestia kuehniella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy141-c,Phthorimaea operculella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy60-b,Cydia pomonella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy60-b,Ephestia kuehniella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy60-b,Phthorimaea operculella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy77,Cydia pomonella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy77,Ephestia kuehniella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
SSy77,Phthorimaea operculella,Lepidoptera,10.3906/tar-1007-1117,Strain,Strain
ST8,Holotrichia oblita,Coleoptera,CN102363760A,Strain,Strain
ST8,Holotrichia parallela,Coleoptera,CN102363760A,Strain,Strain
SY49-1,Culex pipiens,Diptera,10.1016/j.micpath.2017.02.016,Strain,Strain
SY49-1,Ephestia kuehniella,Lepidoptera,10.1016/j.bjm.2016.04.011,Strain,Strain
SY49-1,Plodia interpunctella,Lepidoptera,10.1016/j.bjm.2016.04.011,Strain,Strain
SY49-1,Tribolium castaneum,Coleoptera,10.1016/j.jspr.2012.06.004,Strain,Strain
T0131,Aedes aegypti,Diptera,10.1038/s41598-020-60670-7,Strain,Strain
T0131,Culex quinquefasciatus,Diptera,10.1038/s41598-020-60670-7,Strain,Strain
T0137,Aedes aegypti,Diptera,10.1038/s41598-020-60670-7,Strain,Strain
T0137,Culex quinquefasciatus,Diptera,10.1038/s41598-020-60670-7,Strain,Strain
T0139,Aedes aegypti,Diptera,10.1038/s41598-020-60670-7,Strain,Strain
T0139,Culex quinquefasciatus,Diptera,10.1038/s41598-020-60670-7,Strain,Strain
x023,Mythimna separata,Lepidoptera,10.1007/s00253-022-11983-2,Strain,Strain
x023,Plutella xylostella,Lepidoptera,10.1007/s00253-022-11983-2,Strain,Strain
X023PN,Mythimna separata,Lepidoptera,10.1007/s00253-022-11983-2,Strain,Strain
X023PN,Plutella xylostella,Lepidoptera,10.1007/s00253-022-11983-2,Strain,Strain
YBT-020,Caenorhabditis elegans,Nematoda,10.1016/j.ijbiomac.2015.10.030,Strain,Strain
YBT-032,Ditylenchus destructor,Nematoda,CN102703338A,Strain,Strain
YBT-1518,Meloidogyne hapla,Nematoda,PMID:18062264,Strain,Strain
YBT-1520,Helicoverpa armigera,Lepidoptera,10.1038/srep14129,Strain,Strain
YBT-1520,Plutella xylostella,Lepidoptera,10.1038/srep14129,Strain,Strain
YC-10,Meloidogyne incognita,Nematoda,10.1016/j.jbiotec.2015.06.395,Strain,Strain
BT_Cry12Aa,Pratylenchus spp. ,Nematoda,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry14Aa,Caenorhabditis elegans,Nematoda,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry14Aa,Distolabrellus veechi,Nematoda,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry14Aa,Nippostrongylus brasiliensis,Nematoda,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry14Aa,Panagrellus redivivus,Nematoda,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry16Aa,Aedes aegypti,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry16Aa,Anopheles stephensi,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry16Aa,Culex pipiens,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry18Aa,Melolontha melolontha,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry19Ba,Culex pipiens,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Ad,Choristoneura occidentalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Ad,Pandemis pyrusana,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Ad,Platynota stultana,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Ad,Plutella xylostella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Ad,Spodoptera exigua,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Ad,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Ae,Heliothis virescens,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Ae,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bb,Chrysodeixis includens,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bb,Lymantria dispar,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bb,Ostrinia nubilalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bb,Spodoptera exigua,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bb,Spodoptera frugiperda,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bb,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bc,Musca domestica,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bd,Ostrinia nubilalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bd,Plutella xylostella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bf,Ostrinia nubilalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bf,Plutella xylostella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Bf,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Eb,Argyrotaenia citrana,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Eb,Choristoneura rosaceana,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Eb,Pandemis pyrusana,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Eb,Platynota stultana,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Gb,Plutella xylostella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Gc,Agrotis ipsilon,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Gc,Ostrinia nubilalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry1Gc,Plutella xylostella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
