protein_name	source	nucl_accession	start	stop	strand	ipg_prot_id	ipg_prot_name	organism	strain	assembly
--	RefSeq	NZ_PGEH01000375.1	4684	8151	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki	7.1o	GCF_002912105.1
--	RefSeq	NZ_WJCU01000185.1	3021	6488	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4I5	GCF_009646805.1
--	RefSeq	NZ_WJDR01000087.1	3024	6491	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4A2	GCF_009647255.1
--	RefSeq	NZ_WJDT01000095.1	258	3725	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4A1	GCF_009647315.1
--	Swiss-Prot	N/A				P0A370.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar kurstaki		
--	Swiss-Prot	N/A				P0A371.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar berliner		
--	Swiss-Prot	N/A				P0A372.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar aizawai		
--	PRF	N/A				1304168A	endotoxin delta 2	Bacillus thuringiensis		
--	INSDC	M13898.1	142	3609	+	AAA22330.1	entomocidal protoxin	Bacillus thuringiensis		
--	INSDC	M15271.1	156	3623	+	AAA22561.1	crystal protein precursor	Bacillus thuringiensis		
--	INSDC	AF059670.1	41	3508	+	AAC64003.1	crystal protein	Bacillus thuringiensis serovar kurstaki	S93	
--	INSDC	AF254640.1	639	4106	+	AAN76494.1	insecticidal protein P	Bacillus thuringiensis	Btc005	
--	INSDC	AF358861.1	1485	4952	+	AAO13302.1	crystal endotoxin Cry1Ab	Bacillus thuringiensis	B-Hm-16	
--	INSDC	AY895148.1	1627	5094	-	AAW81956.1	Cry1Ab	Chloroplast transformation vector pCLT327		
--	INSDC	DQ991096.1	5218	8685	+	ABK35130.1	Cry1Ab	Bacillus thuringiensis serovar aizawai	SP-01-41	
--	INSDC	JN135251.1	1	3468	+	AFK79792.1	delta-endotoxin	Bacillus thuringiensis	SSy141-c	
--	INSDC	CP004873.1	54173	57640	+	AIE37011.1	Pesticidal crystal protein cry1Aa	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCA_000717535.1
--	INSDC	CP010003.1	48395	51862	-	AJK38600.1	pesticidal crystal protein cry1Ab	Bacillus thuringiensis serovar kurstaki	HD 1	GCA_000835235.1
--	INSDC	CP021065.1	34277	37744	+	ARP61819.1	pesticidal protein	Bacillus thuringiensis	ATCC 10792	GCA_002119445.1
--	INSDC	X54939.1	73	3540	+	CAA38701.1	unnamed protein product	Bacillus thuringiensis	HD133	
--	INSDC	ACNA01000122.1	181	3648	-	EEM32076.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCA_000161515.1
--	INSDC	CM000748.1	5311546	5315013	-	EEM32076.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCA_000161515.1
--	INSDC	ACNF01000229.1	515	3982	+	EEM62204.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCA_000161615.1
--	INSDC	CM000753.1	6163766	6167233	+	EEM62204.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCA_000161615.1
--	INSDC	JMHW01000168.1	479	3946	-	KEH45261.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCA_000710255.1
--	INSDC	WJCU01000185.1	3021	6488	+	MRA88025.1	pesticidal protein	Bacillus thuringiensis	4I5	GCA_009646805.1
--	INSDC	WJDR01000087.1	3024	6491	+	MRC94304.1	pesticidal protein	Bacillus thuringiensis	4A2	GCA_009647255.1
--	INSDC	WJDT01000095.1	258	3725	-	MRD16145.1	pesticidal protein	Bacillus thuringiensis	4A1	GCA_009647315.1
--	PAT	N/A				AAA55811.1		Unknown		
--	PAT	N/A				AAB11018.1	Sequence 33 from patent US 5508264	Unknown		
--	PAT	N/A				AAB57611.1	Sequence 9 from patent US 5625136	Unknown		
--	PAT	N/A				AAE02326.1	Sequence 9 from patent US 5859336	Unknown		
--	PAT	N/A				AAE12826.1	Sequence 33 from patent US 5827514	Unknown		
--	PAT	N/A				AAE43502.1	Sequence 9 from patent US 6075185	Unknown		
--	PAT	N/A				AAT27226.1	Sequence 9 from patent US 6720488	Unknown		
--	PAT	N/A				ACN04272.1	Sequence 6 from patent US 7482432	Unknown		
--	PAT	N/A				AHD31175.1	Sequence 6 from patent US 8563808	Unknown		
--	PAT	N/A				AJN40614.1	Sequence 62 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40615.1	Sequence 63 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40617.1	Sequence 65 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40619.1	Sequence 67 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40620.1	Sequence 68 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40621.1	Sequence 69 from patent US 8865428	Unknown		
--	PAT	N/A				AMF81203.1	Sequence 2 from patent US 9090906	Unknown		
--	PAT	N/A				AOI37213.1	Sequence 51 from patent US 9243262	Unknown		
--	PAT	N/A				ATK48419.1	Sequence 69 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48420.1	Sequence 70 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48421.1	Sequence 71 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48423.1	Sequence 73 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48434.1	Sequence 84 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48435.1	Sequence 85 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48440.1	Sequence 90 from patent US 9567381	Unknown		
--	PAT	N/A				ATK49726.1	Sequence 1376 from patent US 9567381	Unknown		
--	PAT	A03793.1	156	3623	+	CAA00303.1	MGE1 protein	Bacillus thuringiensis		
--	PAT	A09398.1	156	3623	+	CAA00840.1	delta-endotoxin	Bacillus thuringiensis		
--	PAT	AX441377.1	1	3468	+	CAD37455.1	unnamed protein product	synthetic construct		
--	PAT	AX453873.1	1	3468	+	CAD38221.1	unnamed protein product	synthetic construct		
--	PAT	N/A				QBD04113.1	Sequence 51 from patent US 10167323	Unknown		
--	PAT	N/A				QBE43531.1	Sequence 51 from patent US 10196633	Unknown		
BT_Cry1Ab5	INSDC	X04698.1	141	3608	+	CAA28405.1	unnamed protein product	Bacillus thuringiensis	berliner 1715	
--	PAT	N/A				AAB15027.1	Sequence 2 from patent US 5545565	Unknown		
--	PAT	N/A				ATK48436.1	Sequence 86 from patent US 9567381	Unknown		
BT_Cry1Ab6	INSDC	M37263.1	73	3540	+	AAA22420.1	5.3 class delta endotoxin	Bacillus thuringiensis		
--	PAT	N/A				ATK48437.1	Sequence 87 from patent US 9567381	Unknown		
BT_Cry1Ab7	INSDC	X13233.1	1	3468	+	CAA31620.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	N/A				ATK48438.1	Sequence 88 from patent US 9567381	Unknown		
BT_Cry1Ab8	INSDC	M16463.1	157	3624	+	AAA22551.1	insecticidal protein	Bacillus thuringiensis		
--	PAT	N/A				AJN40616.1	Sequence 64 from patent US 8865428	Unknown		
--	PAT	N/A				ATK48439.1	Sequence 89 from patent US 9567381	Unknown		
BT_Cry1Ab9	INSDC	X54939.1	73	3540	+	CAA38701.1	unnamed protein product	Bacillus thuringiensis	HD133	
--	RefSeq	NZ_CM000748.1	5311546	5315013	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCF_000161515.1
--	RefSeq	NZ_CM000753.1	6163766	6167233	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCF_000161615.1
--	RefSeq	NZ_CP004873.1	54173	57640	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCF_000717535.1
--	RefSeq	NZ_CP010003.1	48395	51862	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki	HD 1i	GCF_000835235.1
--	RefSeq	NZ_CP021065.1	34277	37744	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	ATCC 10792	GCF_002119445.1
--	RefSeq	NZ_JMHW01000168.1	479	3946	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCF_000710255.1
--	RefSeq	NZ_PGDU01000193.1	253	3720	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar thuringiensis	BGSC 4A3	GCF_002911755.1
--	RefSeq	NZ_PGEH01000375.1	4684	8151	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki	7.1o	GCF_002912105.1
--	RefSeq	NZ_WJCU01000185.1	3021	6488	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4I5	GCF_009646805.1
--	RefSeq	NZ_WJDR01000087.1	3024	6491	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4A2	GCF_009647255.1
--	RefSeq	NZ_WJDT01000095.1	258	3725	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4A1	GCF_009647315.1
--	Swiss-Prot	N/A				P0A370.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar kurstaki		
--	Swiss-Prot	N/A				P0A371.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar berliner		
--	Swiss-Prot	N/A				P0A372.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar aizawai		
--	PRF	N/A				1304168A	endotoxin delta 2	Bacillus thuringiensis		
--	INSDC	M13898.1	142	3609	+	AAA22330.1	entomocidal protoxin	Bacillus thuringiensis		
--	INSDC	M15271.1	156	3623	+	AAA22561.1	crystal protein precursor	Bacillus thuringiensis		
--	INSDC	AF059670.1	41	3508	+	AAC64003.1	crystal protein	Bacillus thuringiensis serovar kurstaki	S93	
--	INSDC	AF254640.1	639	4106	+	AAN76494.1	insecticidal protein P	Bacillus thuringiensis	Btc005	
--	INSDC	AF358861.1	1485	4952	+	AAO13302.1	crystal endotoxin Cry1Ab	Bacillus thuringiensis	B-Hm-16	
--	INSDC	AY895148.1	1627	5094	-	AAW81956.1	Cry1Ab	Chloroplast transformation vector pCLT327		
--	INSDC	DQ991096.1	5218	8685	+	ABK35130.1	Cry1Ab	Bacillus thuringiensis serovar aizawai	SP-01-41	
--	INSDC	JN135251.1	1	3468	+	AFK79792.1	delta-endotoxin	Bacillus thuringiensis	SSy141-c	
--	INSDC	CP004873.1	54173	57640	+	AIE37011.1	Pesticidal crystal protein cry1Aa	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCA_000717535.1
--	INSDC	CP010003.1	48395	51862	-	AJK38600.1	pesticidal crystal protein cry1Ab	Bacillus thuringiensis serovar kurstaki	HD 1	GCA_000835235.1
--	INSDC	CP021065.1	34277	37744	+	ARP61819.1	pesticidal protein	Bacillus thuringiensis	ATCC 10792	GCA_002119445.1
--	INSDC	D00117.1	163	3630	+	BAA00071.1	delta-endotoxin	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	
--	INSDC	ACNA01000122.1	181	3648	-	EEM32076.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCA_000161515.1
--	INSDC	CM000748.1	5311546	5315013	-	EEM32076.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCA_000161515.1
--	INSDC	ACNF01000229.1	515	3982	+	EEM62204.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCA_000161615.1
--	INSDC	CM000753.1	6163766	6167233	+	EEM62204.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCA_000161615.1
--	INSDC	JMHW01000168.1	479	3946	-	KEH45261.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCA_000710255.1
--	INSDC	WJCU01000185.1	3021	6488	+	MRA88025.1	pesticidal protein	Bacillus thuringiensis	4I5	GCA_009646805.1
--	INSDC	WJDR01000087.1	3024	6491	+	MRC94304.1	pesticidal protein	Bacillus thuringiensis	4A2	GCA_009647255.1
--	INSDC	WJDT01000095.1	258	3725	-	MRD16145.1	pesticidal protein	Bacillus thuringiensis	4A1	GCA_009647315.1
--	PAT	N/A				AAA55811.1		Unknown		
--	PAT	N/A				AAB11018.1	Sequence 33 from patent US 5508264	Unknown		
--	PAT	N/A				AAB57611.1	Sequence 9 from patent US 5625136	Unknown		
--	PAT	N/A				AAE02326.1	Sequence 9 from patent US 5859336	Unknown		
--	PAT	N/A				AAE12826.1	Sequence 33 from patent US 5827514	Unknown		
--	PAT	N/A				AAE43502.1	Sequence 9 from patent US 6075185	Unknown		
--	PAT	N/A				AAT27226.1	Sequence 9 from patent US 6720488	Unknown		
--	PAT	N/A				ACN04272.1	Sequence 6 from patent US 7482432	Unknown		
--	PAT	N/A				AHD31175.1	Sequence 6 from patent US 8563808	Unknown		
--	PAT	N/A				AJN40614.1	Sequence 62 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40615.1	Sequence 63 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40617.1	Sequence 65 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40619.1	Sequence 67 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40620.1	Sequence 68 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40621.1	Sequence 69 from patent US 8865428	Unknown		
--	PAT	N/A				AMF81203.1	Sequence 2 from patent US 9090906	Unknown		
--	PAT	N/A				AOI37213.1	Sequence 51 from patent US 9243262	Unknown		
--	PAT	N/A				ATK48419.1	Sequence 69 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48420.1	Sequence 70 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48421.1	Sequence 71 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48423.1	Sequence 73 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48434.1	Sequence 84 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48435.1	Sequence 85 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48440.1	Sequence 90 from patent US 9567381	Unknown		
--	PAT	N/A				ATK49726.1	Sequence 1376 from patent US 9567381	Unknown		
--	PAT	A03793.1	156	3623	+	CAA00303.1	MGE1 protein	Bacillus thuringiensis		
--	PAT	A09398.1	156	3623	+	CAA00840.1	delta-endotoxin	Bacillus thuringiensis		
--	PAT	AX441377.1	1	3468	+	CAD37455.1	unnamed protein product	synthetic construct		
--	PAT	AX453873.1	1	3468	+	CAD38221.1	unnamed protein product	synthetic construct		
--	PAT	N/A				QBD04113.1	Sequence 51 from patent US 10167323	Unknown		
--	PAT	N/A				QBE43531.1	Sequence 51 from patent US 10196633	Unknown		
BT_Cry1Ab13	INSDC	AF254640.1	639	4106	+	AAN76494.1	insecticidal protein P	Bacillus thuringiensis	Btc005	
--	RefSeq	NZ_CM000748.1	5311546	5315013	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCF_000161515.1
--	RefSeq	NZ_CM000753.1	6163766	6167233	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCF_000161615.1
--	RefSeq	NZ_CP004873.1	54173	57640	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCF_000717535.1
--	RefSeq	NZ_CP010003.1	48395	51862	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki	HD 1i	GCF_000835235.1
--	RefSeq	NZ_CP021065.1	34277	37744	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	ATCC 10792	GCF_002119445.1
--	RefSeq	NZ_JMHW01000168.1	479	3946	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCF_000710255.1
--	RefSeq	NZ_PGDU01000193.1	253	3720	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar thuringiensis	BGSC 4A3	GCF_002911755.1
--	RefSeq	NZ_PGEH01000375.1	4684	8151	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki	7.1o	GCF_002912105.1
--	RefSeq	NZ_WJCU01000185.1	3021	6488	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4I5	GCF_009646805.1
--	RefSeq	NZ_WJDR01000087.1	3024	6491	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4A2	GCF_009647255.1
--	RefSeq	NZ_WJDT01000095.1	258	3725	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4A1	GCF_009647315.1
--	Swiss-Prot	N/A				P0A370.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar kurstaki		
--	Swiss-Prot	N/A				P0A371.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar berliner		
--	Swiss-Prot	N/A				P0A372.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar aizawai		
--	PRF	N/A				1304168A	endotoxin delta 2	Bacillus thuringiensis		
--	INSDC	M13898.1	142	3609	+	AAA22330.1	entomocidal protoxin	Bacillus thuringiensis		
--	INSDC	M15271.1	156	3623	+	AAA22561.1	crystal protein precursor	Bacillus thuringiensis		
--	INSDC	AF059670.1	41	3508	+	AAC64003.1	crystal protein	Bacillus thuringiensis serovar kurstaki	S93	
--	INSDC	AF358861.1	1485	4952	+	AAO13302.1	crystal endotoxin Cry1Ab	Bacillus thuringiensis	B-Hm-16	
--	INSDC	AY895148.1	1627	5094	-	AAW81956.1	Cry1Ab	Chloroplast transformation vector pCLT327		
--	INSDC	DQ991096.1	5218	8685	+	ABK35130.1	Cry1Ab	Bacillus thuringiensis serovar aizawai	SP-01-41	
--	INSDC	JN135251.1	1	3468	+	AFK79792.1	delta-endotoxin	Bacillus thuringiensis	SSy141-c	
--	INSDC	CP004873.1	54173	57640	+	AIE37011.1	Pesticidal crystal protein cry1Aa	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCA_000717535.1
--	INSDC	CP010003.1	48395	51862	-	AJK38600.1	pesticidal crystal protein cry1Ab	Bacillus thuringiensis serovar kurstaki	HD 1	GCA_000835235.1
--	INSDC	CP021065.1	34277	37744	+	ARP61819.1	pesticidal protein	Bacillus thuringiensis	ATCC 10792	GCA_002119445.1
--	INSDC	D00117.1	163	3630	+	BAA00071.1	delta-endotoxin	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	
--	INSDC	X54939.1	73	3540	+	CAA38701.1	unnamed protein product	Bacillus thuringiensis	HD133	
--	INSDC	ACNA01000122.1	181	3648	-	EEM32076.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCA_000161515.1
--	INSDC	CM000748.1	5311546	5315013	-	EEM32076.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCA_000161515.1
--	INSDC	ACNF01000229.1	515	3982	+	EEM62204.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCA_000161615.1
--	INSDC	CM000753.1	6163766	6167233	+	EEM62204.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCA_000161615.1
--	INSDC	JMHW01000168.1	479	3946	-	KEH45261.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCA_000710255.1
--	INSDC	WJCU01000185.1	3021	6488	+	MRA88025.1	pesticidal protein	Bacillus thuringiensis	4I5	GCA_009646805.1
--	INSDC	WJDR01000087.1	3024	6491	+	MRC94304.1	pesticidal protein	Bacillus thuringiensis	4A2	GCA_009647255.1
--	INSDC	WJDT01000095.1	258	3725	-	MRD16145.1	pesticidal protein	Bacillus thuringiensis	4A1	GCA_009647315.1
--	PAT	N/A				AAA55811.1		Unknown		
--	PAT	N/A				AAB11018.1	Sequence 33 from patent US 5508264	Unknown		
--	PAT	N/A				AAB57611.1	Sequence 9 from patent US 5625136	Unknown		
--	PAT	N/A				AAE02326.1	Sequence 9 from patent US 5859336	Unknown		
--	PAT	N/A				AAE12826.1	Sequence 33 from patent US 5827514	Unknown		
--	PAT	N/A				AAE43502.1	Sequence 9 from patent US 6075185	Unknown		
--	PAT	N/A				AAT27226.1	Sequence 9 from patent US 6720488	Unknown		
--	PAT	N/A				ACN04272.1	Sequence 6 from patent US 7482432	Unknown		
--	PAT	N/A				AHD31175.1	Sequence 6 from patent US 8563808	Unknown		
--	PAT	N/A				AJN40614.1	Sequence 62 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40615.1	Sequence 63 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40617.1	Sequence 65 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40619.1	Sequence 67 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40620.1	Sequence 68 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40621.1	Sequence 69 from patent US 8865428	Unknown		
--	PAT	N/A				AMF81203.1	Sequence 2 from patent US 9090906	Unknown		
--	PAT	N/A				AOI37213.1	Sequence 51 from patent US 9243262	Unknown		
--	PAT	N/A				ATK48419.1	Sequence 69 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48420.1	Sequence 70 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48421.1	Sequence 71 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48423.1	Sequence 73 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48434.1	Sequence 84 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48435.1	Sequence 85 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48440.1	Sequence 90 from patent US 9567381	Unknown		
--	PAT	N/A				ATK49726.1	Sequence 1376 from patent US 9567381	Unknown		
--	PAT	A03793.1	156	3623	+	CAA00303.1	MGE1 protein	Bacillus thuringiensis		
--	PAT	A09398.1	156	3623	+	CAA00840.1	delta-endotoxin	Bacillus thuringiensis		
--	PAT	AX441377.1	1	3468	+	CAD37455.1	unnamed protein product	synthetic construct		
--	PAT	AX453873.1	1	3468	+	CAD38221.1	unnamed protein product	synthetic construct		
--	PAT	N/A				QBD04113.1	Sequence 51 from patent US 10167323	Unknown		
--	PAT	N/A				QBE43531.1	Sequence 51 from patent US 10196633	Unknown		
BT_Cry1Ab14	INSDC	U94191.1	73	3540	+	AAG16877.1	delta endotoxin	Bacillus thuringiensis		
--	PAT	N/A				ATK48422.1	Sequence 72 from patent US 9567381	Unknown		
BT_Cry1Ab15	INSDC	AF358861.1	1485	4952	+	AAO13302.1	crystal endotoxin Cry1Ab	Bacillus thuringiensis	B-Hm-16	
--	RefSeq	NZ_CM000748.1	5311546	5315013	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCF_000161515.1
--	RefSeq	NZ_CM000753.1	6163766	6167233	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCF_000161615.1
--	RefSeq	NZ_CP004873.1	54173	57640	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCF_000717535.1
--	RefSeq	NZ_CP010003.1	48395	51862	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki	HD 1i	GCF_000835235.1
--	RefSeq	NZ_CP021065.1	34277	37744	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	ATCC 10792	GCF_002119445.1
--	RefSeq	NZ_JMHW01000168.1	479	3946	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCF_000710255.1
--	RefSeq	NZ_PGDU01000193.1	253	3720	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar thuringiensis	BGSC 4A3	GCF_002911755.1
--	RefSeq	NZ_PGEH01000375.1	4684	8151	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis serovar kurstaki	7.1o	GCF_002912105.1
--	RefSeq	NZ_WJCU01000185.1	3021	6488	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4I5	GCF_009646805.1
--	RefSeq	NZ_WJDR01000087.1	3024	6491	+	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4A2	GCF_009647255.1
--	RefSeq	NZ_WJDT01000095.1	258	3725	-	WP_000369819.1	hypothetical protein	Bacillus thuringiensis	4A1	GCF_009647315.1
--	Swiss-Prot	N/A				P0A370.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar kurstaki		
--	Swiss-Prot	N/A				P0A371.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar berliner		
--	Swiss-Prot	N/A				P0A372.1	Pesticidal crystal protein Cry1Ab	Bacillus thuringiensis serovar aizawai		
